mode,nodes,rx_ref,v_min_lo,v_min_hi,eta_lo,eta_hi,eta_growth,pred_hi,err_max_pct,err_med_pct
const_x,40,0.1,0.9970979574629392,0.8319647959895258,0.0128920542475032,0.1772912431132867,13.751977746108432,0.1851773555825521,4.258680789806279,0.551714940335768
const_x,120,0.1,0.992364843043248,0.6231364108634789,0.0335584193940955,0.5325639142023352,15.869755602852921,0.5831468685528597,8.674136324533722,0.682039085970948
const_x,350,0.1,0.9727167357358648,0.6044632299860387,0.1081805883227023,0.6244272864531601,5.772082553207197,0.6620893700644104,5.688368566857727,0.547237318302507
const_z,40,0.1,0.9970745020880996,0.9854941408265876,0.0129936652769823,0.0132729100785219,1.0214908415437074,0.013300831828915055,0.20992484344066753,0.15020676843138236
const_z,120,0.1,0.9923001726722016,0.9628928916244806,0.0338255997386677,0.0357758930215576,1.057657315700464,0.035923254752324815,0.4102126374216697,0.29092922824720535
const_z,350,0.1,0.9724507001097352,0.8773873946403619,0.1090821250981868,0.1322528605901115,1.2124155123588607,0.13400036937134627,1.3041074359967042,0.8829950984375889
