mode,nodes,ms_med,cv_pct,slope
const_x,40,0.029942860627271427,31.667225065614243,-0.12040469360945918
const_z,40,0.0324285688943,8.067687636728555,-0.03640697548599205
const_x,120,4.720499997751578,57.342642611510115,-0.4836599962053815
const_z,120,5.329011111623711,15.658691366825833,-0.008526540651275333
const_x,350,3.735700002460576,94.900844626458,-0.6861305823825318
const_z,350,6.5218928586026355,32.60399607650138,-0.16816446449189376
