nodes,punkte,kappa_mean,spread_pct,cv_pct,eta_growth_const_x
40,26,0.01284556310148477,3.7205620794250827,0.9993628657695237,13.751977746108432
120,25,0.03300052726335379,7.826377776376944,1.8783833770649048,15.869755602852921
350,22,0.10214030219124058,4.746763196707295,1.2306963637835442,5.772082553207197
