n,pv_share,scale_mode,lam,base_ok,v_min_base,tpf_conv,k_out,k_in,eps_med,q_max,v_min,v_max,nr_conv
40,0.1,pv_only,9.615384615384615,True,0.998874060673872,True,3.0,11.0,0.001253057545363725,0.08591312562370862,1.0038879693911893,1.0487960618855567,True
40,0.1,pv_only,10.169230769230769,True,0.9990415945013268,True,3.0,12.0,0.0012475728882604244,0.08592734205926718,1.0040554986195112,1.0526617934557236,True
40,0.1,pv_only,10.723076923076922,True,0.9992090444009756,True,3.0,12.0,0.0012422334756395927,0.08594154192606011,1.0042229439297985,1.056493136918139,True
40,0.25,load,0.2,True,0.9999021809836429,True,3.0,8.0,3.61416659813293e-05,0.08627099400344652,1.0013777271391846,1.0061308174646237,True
40,0.25,load,0.7538461538461538,True,0.9843559886950084,True,3.0,9.0,0.00015050019255881205,0.08591294705204994,0.9893601518143128,1.004451090602671,True
40,0.25,load,1.3076923076923077,True,0.9674700054066787,True,3.0,10.0,0.0002729075680758196,0.08555443590351035,0.9724776302306732,1.003777341178712,True
40,0.25,load,1.8615384615384616,True,0.9500027409617967,True,3.0,11.0,0.000405069129060106,0.0851953816533334,0.9550142619405776,1.0031005476966082,True
40,0.25,load,2.4153846153846157,True,0.9318918787707678,True,4.0,14.0,6.606635892536383e-06,0.08483850331976227,0.9369067744624262,1.0024208290068066,True
40,0.25,load,2.9692307692307693,True,0.9130630725167661,True,4.0,15.0,9.405196952831244e-06,0.08447813680304524,0.9180821334941967,1.0017378195302382,True
40,0.25,load,3.5230769230769234,True,0.8934264180932303,True,4.0,17.0,1.2828416694486509e-05,0.08411727099493317,0.8984499182159088,1.001051652398141,True
40,0.25,load,4.0769230769230775,True,0.8728714715353597,True,4.0,19.0,1.2975070467242505e-05,0.08375589839785928,0.8778994007568856,1.0003622868409066,True
40,0.25,load,4.630769230769231,True,0.8512600055229606,True,5.0,23.0,8.043731355031416e-06,0.08339402327856363,0.8562943967854508,0.9996696818799535,True
40,0.25,load,5.184615384615385,True,0.8284151065814098,True,5.0,25.0,1.4636170708623557e-05,0.08303161365763165,0.8334560026495115,0.99897379342828,True
40,0.25,load,5.7384615384615385,True,0.8041040621889249,True,6.0,31.0,3.4321250596891275e-06,0.08266867561857616,0.8091519916758516,0.9982745787148348,True
40,0.25,load,6.292307692307693,True,0.7780100738723731,True,6.0,35.0,7.2981250841482075e-06,0.08230520130026407,0.7830661256650066,0.997571993143389,True
40,0.25,load,6.846153846153847,True,0.7496823255383672,True,7.0,43.0,9.430763783391813e-06,0.08194118281699694,0.7547482759730418,0.9968659910868884,True
40,0.25,load,7.4,True,0.7184398833769667,True,8.0,54.0,8.437465558748077e-06,0.08157661202864241,0.7235177276370612,0.9961565258417344,True
