n,lam,z_rel,load_scale,p_tot,conv,k_in_12,k_in_6,k_pred,eta_emp,eta_r2,eta1,eta2,etainf,eta2_nom,v_min,feas_min,kappa,kappa_n
350,6.015384615384616,1.0,1.547823266854434e-05,0.0325876329336968,True,20,10,18.244952785441047,0.2423019417779301,0.9999049063724986,0.3224150215958307,0.2438555744280592,0.2958269693909983,0.158710165245651,0.7809642919966716,219.38313221891173,0.024567210553858167,7.019203015388047e-05
350,6.292307692307693,1.0,1.547823266854434e-05,0.0340878308692634,True,21,10,19.31648695053187,0.2615359350107763,0.999899959378796,0.3493621918223776,0.2630090114190258,0.3185267248002142,0.1660165155638652,0.7673157885630809,209.7281288449744,0.024472012563594856,6.99200358959853e-05
350,6.56923076923077,1.0,1.547823266854434e-05,0.03558802880483,True,22,11,20.473308020595503,0.2815550365049373,0.999898129796088,0.3786695901401093,0.2836628644882463,0.3429184420931525,0.1733228658820793,0.7530679330936481,200.88713043933137,0.024306201398690667,6.944628971054476e-05
350,6.846153846153847,1.0,1.547823266854434e-05,0.0370882267403966,True,23,11,21.81834144247405,0.3038830818880872,0.9998879006266912,0.410761294528113,0.3060753068597364,0.3692863349804922,0.1806292162002934,0.7381347997203486,192.7613588709989,0.02418417236970199,6.90976353420057e-05
350,7.123076923076924,1.0,1.547823266854434e-05,0.0385884246759632,True,25,12,23.34534332521068,0.3279710753247351,0.9998889771432776,0.4461872755991911,0.3305793526341939,0.3979958946256375,0.1879355665185074,0.7224076516967775,185.26739675506371,0.024028827744262553,6.865379355503587e-05
350,7.4,1.0,1.547823266854434e-05,0.0400886226115298,True,26,13,25.105151608182418,0.3541145771423782,0.9998760467211044,0.4856795249480649,0.3576157248969411,0.42952927859639,0.1952419168367216,0.7057454273102037,178.33431330061228,0.0238346199305903,6.809891408740086e-05
350,7.676923076923077,1.0,1.547823266854434e-05,0.0415888205470964,True,28,14,27.237424538799168,0.3836019029255788,0.9998649988152476,0.530244009878091,0.3877864853044805,0.4645429216018079,0.2025482671549358,0.6879594166727646,171.90141221962827,0.023649349694016754,6.756957055433359e-05
350,7.953846153846155,1.0,1.547823266854434e-05,0.043089018482663,True,31,15,29.862323458959164,0.4168386678745627,0.9998428710397936,0.5813204981106749,0.4219478518015925,0.5039670053199677,0.2098546174731499,0.6687870965608932,165.91645009205902,0.0234404844720903,6.697281277740085e-05
350,8.23076923076923,1.0,1.547823266854434e-05,0.0445892164182296,True,34,16,33.25631418533523,0.4553328966346976,0.9998122396262416,0.641082374451093,0.4613835405527187,0.549190757635213,0.2171609677913641,0.647843946271093,160.33421438802714,0.023218246225753938,6.633784635929696e-05
350,8.507692307692308,1.0,1.547823266854434e-05,0.0460894143537962,True,38,18,37.8513456787728,0.5005509412535726,0.99976827482436,0.7130599864175214,0.5081634570892528,0.6024448693938639,0.224467318109578,0.6245251964393695,155.1153791999901,0.022947555929190212,6.556444551197204e-05
350,8.784615384615384,1.0,1.547823266854434e-05,0.0475896122893628,True,45,21,44.70804747814513,0.5562242459482966,0.999692409947796,0.8036428368607818,0.5660037153045907,0.6677157929579736,0.2317736684277921,0.5977738978355553,150.2255774038433,0.02262564971011657,6.464471345747592e-05
350,9.06153846153846,1.0,1.547823266854434e-05,0.0490898102249294,True,56,25,56.7789121280774,0.6297753230036464,0.9995240964821388,0.9266612280212064,0.6428749854496201,0.7535100476877817,0.2390800187460063,0.5653892978185534,145.6346429500756,0.022216665091108274,6.347618597459507e-05
350,9.33846153846154,1.0,1.547823266854434e-05,0.050590008160496,True,85,37,89.11024219162309,0.7445755838678693,0.9989861449208808,1.1258000439233975,0.7636774394309759,0.8862371208890311,0.2463863690642203,0.5207318566497379,141.31598796967793,0.02162030173252008,6.177229066434309e-05
