n,pv_share,setpoint_mode,lam,ell,k_in,err,v_min,q_max,tol_eff,dq_max,eps_med,eps_max,eps_cf_med
40,0.1,calibrated,8.507692307692308,8,6,2.819676746279587e-05,0.6490653217872592,0.08013608743012027,1e-06,5.092563225925384e-05,6.978758780255384e-06,1.7599608192498654e-05,3.0324146986740267e-05
40,0.1,calibrated,8.507692307692308,9,6,1.085152568258696e-05,0.6491045336079578,0.08013608743012027,1e-06,2.041931803068143e-05,2.4695769195283748e-06,7.056370559554537e-06,1.179941821843531e-05
40,0.1,calibrated,8.507692307692308,10,4,3.594449598631755e-06,0.6490900074847187,0.08013608743012027,1e-06,7.4578615472765086e-06,8.523341527692714e-07,2.5772973260438476e-06,4.017776276065449e-06
40,0.1,calibrated,8.507692307692308,11,2,2.1280449424843084e-07,0.6490934602134686,0.08013608743012027,1e-06,0.0,,,
40,0.1,calibrated,8.784615384615384,1,17,0.012940093056112656,0.6370813337533702,0.0,1e-06,0.0800058277113187,0.007901929773855489,0.011067831749514201,0.009857473243304101
40,0.1,calibrated,8.784615384615384,2,14,0.006827192606316701,0.6182706244320088,0.0800058277113187,1e-06,0.009164780659727825,0.0019123309908689878,0.004443336701405348,0.007200690959114564
40,0.1,calibrated,8.784615384615384,3,14,0.0037281313141979133,0.6288549163725041,0.07992766545611697,1e-06,0.006041659399698824,0.0010661062084632556,0.002137639514106364,0.003981202941231181
40,0.1,calibrated,8.784615384615384,4,12,0.001989298760637692,0.6231138751148041,0.07992737213293659,1e-06,0.0032827443403271117,0.0005560434853700627,0.001171419686988972,0.0021508661070651102
40,0.1,calibrated,8.784615384615384,5,12,0.0010648854772993266,0.6261808867669961,0.07992737103351867,1e-06,0.001768288963213706,0.0002940011929537159,0.0006281162239891562,0.0011466250092381249
40,0.1,calibrated,8.784615384615384,6,12,0.0005680475895090131,0.624541092738746,0.07992737102939744,1e-06,0.000942332645517976,0.00015728274126995616,0.0003355487070299841,0.0006132375475942254
40,0.1,calibrated,8.784615384615384,7,10,0.00030283092213190255,0.6254156278596784,0.0799273710293822,1e-06,0.0005033967088387552,8.350612157211739e-05,0.00017901679959448293,0.0003265890610013899
40,0.1,calibrated,8.784615384615384,8,10,0.00016058147807263,0.6249502590805905,0.0799273710293822,1e-06,0.00026748562435864777,4.4139024880458986e-05,9.518890531778784e-05,0.000173413358023289
