n,pv_share,lam,q_init_mode,conv,k_out,k_in,eps_med,q_max,t_ms
40,0.5,0.7538461538461538,continuation,True,3,9,3.4644113031514354e-05,0.0859175477698327,0.2927000168710947
40,0.5,1.0307692307692309,cold_q0,True,3,9,0.00017202899709311634,0.08573669107880665,0.23579993285238743
40,0.5,1.0307692307692309,continuation,True,3,9,3.530570525219444e-05,0.08574036335619335,0.2538999542593956
40,0.5,1.3076923076923077,cold_q0,True,3,9,0.00022139700708591212,0.08555957256290882,0.25749998167157173
40,0.5,1.3076923076923077,continuation,True,3,9,3.600490651478431e-05,0.08556307374549486,0.2313000150024891
40,0.5,1.5846153846153845,cold_q0,True,3,10,0.00027205777169527184,0.08538233830684314,0.29150000773370266
40,0.5,1.5846153846153845,continuation,True,3,11,3.674334364551061e-05,0.08538567773077332,0.24290010333061218
40,0.5,1.8615384615384616,cold_q0,True,4,14,6.398400249950745e-07,0.08520809882297806,0.3551000263541937
40,0.5,1.8615384615384616,continuation,True,3,11,3.7528188636694193e-05,0.08520817558858017,0.25459995958954096
40,0.5,2.138461538461539,cold_q0,True,4,14,8.884469048075185e-07,0.08503049720506083,0.3355999942868948
40,0.5,2.138461538461539,continuation,True,3,11,3.836230759603536e-05,0.08503056614965133,0.2509999321773648
40,0.5,2.4153846153846157,cold_q0,True,4,14,1.195496861893036e-06,0.08485278706429968,0.35170000046491623
40,0.5,2.4153846153846157,continuation,True,3,11,3.925220837589804e-05,0.08485284870628997,0.2807000419124961
40,0.5,2.6923076923076925,cold_q0,True,4,16,1.5641998247890946e-06,0.08467496788535682,0.35539991222321987
40,0.5,2.6923076923076925,continuation,True,3,13,4.019606925575011e-05,0.084675022543315,0.28739997651427984
40,0.5,2.9692307692307693,cold_q0,True,4,17,2.024971878997925e-06,0.0844970385415561,0.3999000182375312
40,0.5,2.9692307692307693,continuation,True,4,15,2.899626399376502e-07,0.08449705941224604,0.42260007467120886
40,0.5,3.2461538461538466,cold_q0,True,4,17,2.5713365264679044e-06,0.08431899849162329,0.47420000191777945
40,0.5,3.2461538461538466,continuation,True,4,15,3.140166824202908e-07,0.08431901787917159,0.4600000102072954
40,0.5,3.5230769230769234,cold_q0,True,4,18,3.228343312977886e-06,0.08414084698426312,0.4545999690890312
40,0.5,3.5230769230769234,continuation,True,4,16,3.541487951158039e-07,0.08414086496420795,0.48719998449087143
40,0.5,3.8000000000000003,cold_q0,True,5,22,2.021055682542298e-06,0.08396259958592245,0.6949999369680882
40,0.5,3.8000000000000003,continuation,True,4,16,4.032451206620422e-07,0.08396259990628364,0.4221000708639622
40,0.5,4.0769230769230775,cold_q0,True,5,22,2.4926582062829603e-06,0.08378422165311121,0.5379999056458473
40,0.5,4.0769230769230775,continuation,True,4,18,4.875280613791286e-07,0.08378422194261366,0.42529997881501913
40,0.5,4.353846153846154,cold_q0,True,5,24,3.1007343387838727e-06,0.08360573002835801,0.5090999184176326
40,0.5,4.353846153846154,continuation,True,4,18,5.622864918137191e-07,0.0836057302835869,0.43070001993328333
40,0.5,4.630769230769231,cold_q0,True,5,24,3.82153024880502e-06,0.08342712392231073,0.5101999267935753
