tau,t_tpf,t_nr,speedup,tpf_per_scenario,nr_per_scenario,tpf_converged,nr_converged
1,0.1609849000815302,0.033553199958987534,0.20842451647325083,160.9849000815302,33.553199958987534,True,True
10,0.20590369997080415,0.23892439994961023,1.160369629023122,20.590369997080415,23.892439994961023,True,True
50,0.4138365000253543,1.2689264999935403,3.0662508017436783,8.276730000507087,25.378529999870807,True,True
100,0.45761020004283637,2.362008500029333,5.1616168079475235,4.576102000428364,23.62008500029333,True,True
500,2.089791200007312,11.686745299957693,5.592302857776797,4.179582400014624,23.373490599915385,True,True
1000,7.372508400003426,23.3965739000123,3.173488944414282,7.372508400003426,23.3965739000123,True,True
5000,34.48494660004508,116.66010640002787,3.3829284340511454,6.896989320009016,23.332021280005577,True,True
10000,71.19213879993185,236.5497501998907,3.3226948113562944,7.119213879993185,23.65497501998907,True,True
50000,349.32452929997817,1172.6547638999764,3.356920758613471,6.986490585999563,23.453095277999527,True,True
100000,672.0836577999871,2412.2294426999288,3.589180327038708,6.720836577999871,24.12229442699929,True,True
