tau,t_tpf,t_nr,speedup,tpf_per_scenario,nr_per_scenario,tpf_converged,nr_converged
1,0.7275399999925867,0.10621270001865923,0.14598881163886726,727.5399999925867,106.21270001865923,True,True
10,0.40915880003012717,0.31323899992275983,0.7655682827784601,40.91588000301272,31.323899992275987,True,True
50,1.0533672000747174,1.5836895999964327,1.5034544457850012,21.067344001494348,31.673791999928653,True,True
100,2.117436899919994,2.7377500999718904,1.2929547511311126,21.17436899919994,27.377500999718904,True,True
500,7.999333399930038,16.670796799939126,2.0840232512480266,15.998666799860075,33.34159359987825,True,True
1000,23.369974000030197,26.266092199948616,1.1239247506186647,23.369974000030197,26.266092199948616,False,True
5000,107.10396390000824,133.36490950000007,1.245191164208534,21.420792780001648,26.672981900000014,False,True
10000,205.96876279998105,258.3063352999743,1.254104417526744,20.596876279998103,25.83063352999743,False,True
50000,1034.2857707999647,1304.717898300034,1.2614675123016577,20.685715415999294,26.09435796600068,False,True
100000,2078.3549130000174,2625.9139509000815,1.263457908211493,20.783549130000175,26.259139509000814,False,True
